location,site,type,year,sample.no,depth,density,swe,htc
ROKt,ROK,tundra,2008,26,2,419.9197048,8.398394096,25.9208861
ROKt,ROK,tundra,2008,27,7,199.9617642,13.99732349,1.6793577
ROKt,ROK,tundra,2008,28,8,279.9464699,22.39571759,2.880098455
ROKt,ROK,tundra,2008,29,4,244.9531611,9.798126445,4.410150759
ROKt,ROK,tundra,2008,30,4,69.98661747,2.799464699,0.360012307
ROKt,ROK,tundra,2008,31,6,237.9544994,14.27726996,2.774494845
ROKt,ROK,tundra,2008,32,4,293.9437934,11.75775173,6.350617094
ROKt,ROK,tundra,2008,33,3,93.31548996,2.799464699,0.853362505
BLKf,BLK,forest,2009,1,72,272.170179,195.9625289,0.302479476
BLKf,BLK,forest,2009,2,61,217.9911036,132.9745732,0.229031404
BLKf,BLK,forest,2009,3,84,174.9665437,146.9718967,0.10714652
BLKf,BLK,forest,2009,5,68,288.1801896,195.9625289,0.3590597
BLKf,BLK,forest,2009,6,64,131.2249078,83.98394096,0.079104267
BLKf,BLK,forest,2009,7,75,195.9625289,146.9718967,0.150533146
BLKf,BLK,forest,2009,8,71,49.28635033,34.99330873,0.01005871
BLKf,BLK,forest,2009,9,65,288.5602074,187.5641348,0.376623016
BLKf,BLK,forest,2009,10,66,201.476626,132.9745732,0.18082261
BLKf,BLK,forest,2009,11,63,211.0707511,132.9745732,0.207904023
BLKf,BLK,forest,2009,12,58,193.0665309,111.9785879,0.188944095
BLKf,BLK,forest,2009,14,67,334.2644416,223.9571759,0.490289833
BLKf,BLK,forest,2009,15,67,417.830552,279.9464699,0.766077863
BLKf,BLK,forest,2009,16,68,164.674394,111.9785879,0.117243984
BLKf,BLK,forest,2009,18,65,206.7297008,134.3743055,0.193303504
BLKf,BLK,forest,2009,19,59,189.7942169,111.9785879,0.179498684
BLKf,BLK,forest,2009,21,64,341.1847602,218.3582465,0.534744843
BLKf,BLK,forest,2009,22,63,222.179738,139.9732349,0.230364568
