Site1,Site2,site,group,Date1,date,sample,weight,depth,density,swe,htc
PPAw,PPAw,PPA,NA,200202,2002,43,NA,15,321,48.15,2.0196036
PPAw,PPAw,PPA,NA,200202,2002,44,NA,12,134,16.08,0.439922
PPAw,PPAw,PPA,NA,200202,2002,45,NA,16,301,48.16,1.6647934
PPAw,PPAw,PPA,NA,200202,2002,46,NA,14,344,48.16,2.485056
PPAw,PPAw,PPA,NA,200202,2002,47,NA,16,200,32,0.735
PPAw,PPAw,PPA,NA,200202,2002,48,NA,11,146,16.06,0.5697185
PPAw,PPAw,PPA,NA,200202,2002,49,NA,9,178,16.02,1.0350107
PPAw,PPAw,PPA,NA,200202,2002,50,NA,17,189,32.13,0.6177632
PPAw,PPAw,PPA,NA,200202,2002,51,NA,36,111,39.96,0.1006215
PPAw,PPAw,PPA,NA,200202,2002,52,NA,16,251,40.16,1.1576434
PPAw,PPAw,PPA,NA,200202,2002,53,NA,14,229,32.06,1.101261
PPAw,PPAw,PPA,NA,200202,2002,54,NA,51,201,102.51,0.2328999
PPAw,PPAw,PPA,NA,200202,2002,55,NA,51,258,131.58,0.3837219
PPAw,PPAw,PPA,NA,200202,2002,56,NA,22,292,64.24,1.1394371
PPAw,PPAw,PPA,NA,200202,2002,57,NA,38,232,88.16,0.4164278
PPAw,PPAw,PPA,NA,200202,2002,58,NA,22,146,32.12,0.2848593
PPAw,PPAw,PPA,NA,200202,2002,59,NA,56,315,176.4,0.5209313
PPAw,PPAw,PPA,NA,200202,2002,60,NA,58,235,136.3,0.2799336
PPDc,PPDc,PPD,NA,200202,2002,1,NA,5,295,14.75,5.11707
PPDc,PPDc,PPD,NA,200202,2002,2,NA,3,278,8.34,7.573832
PPDc,PPDc,PPD,NA,200202,2002,3,NA,3,406,12.18,16.153928
PPDc,PPDc,PPD,NA,200202,2002,4,NA,2,225,4.5,7.441875
PPDc,PPDc,PPD,NA,200202,2002,5,NA,3,321,9.63,10.098018
PPDc,PPDc,PPD,NA,200202,2002,6,NA,2,445,8.9,29.109675
PPDc,PPDc,PPD,NA,200202,2002,7,NA,3,406,12.18,16.153928
PPDc,PPDc,PPD,NA,200202,2002,8,NA,6,283,16.98,3.924361
PPDc,PPDc,PPD,NA,200202,2002,9,NA,6,241,14.46,2.845969
PPDc,PPDc,PPD,NA,200202,2002,10,NA,3,342,10.26,11.462472
PPDc,PPDc,PPD,NA,200202,2002,11,NA,4,200,8,2.94
PPDc,PPDc,PPD,NA,200202,2002,12,NA,2,321,6.42,15.147027
PPDc,PPDc,PPD,NA,200202,2002,13,NA,5,321,16.05,6.0588108
PPDc,PPDc,PPD,NA,200202,2002,14,NA,2,321,6.42,15.147027
