site,group,date,year,zone,sample,weight,depth,density,swe,htc
T12,2,20140313,2014,Windward,22,340,30,317,95,0.99
T12,2,20140313,2014,Windward,2,200,21,267,56,1.00
T12,2,20140313,2014,Windward,5,280,26,301,78,1.03
T12,2,20140313,2014,Windward,23,260,24,303,73,1.13
T12,2,20140313,2014,Windward,33,200,20,280,56,1.15
T12,2,20140313,2014,Windward,20,300,26,323,84,1.18
T12,2,20140313,2014,Windward,11,160,17,263,45,1.20
T12,2,20140313,2014,Windward,3,320,26,345,90,1.34
T12,2,20140313,2014,Windward,30,80,10,224,22,1.47
T12,2,20140313,2014,Windward,8,180,17,296,50,1.52
T12,2,20140313,2014,Windward,21,240,20,336,67,1.66
T12,2,20140313,2014,Windward,1,60,7,240,17,2.42
T13,1,20140313,2014,Deflation,31,340,42,227,95,0.36
T13,1,20140313,2014,Deflation,16,830,74,314,232,0.39
T13,1,20140313,2014,Deflation,8,670,62,303,188,0.43
T13,1,20140313,2014,Deflation,28,330,38,243,92,0.46
T13,1,20140313,2014,Deflation,6,640,59,304,179,0.46
T13,1,20140313,2014,Deflation,15,850,70,340,238,0.49
T13,1,20140313,2014,Deflation,9,780,64,341,218,0.53
T13,1,20140313,2014,Deflation,23,700,59,332,196,0.55
T13,1,20140313,2014,Deflation,7,550,50,308,154,0.56
T13,1,20140313,2014,Deflation,18,310,34,255,87,0.56
T13,1,20140313,2014,Deflation,4,460,43,299,129,0.61
T13,1,20140313,2014,Deflation,24,530,47,316,148,0.62
T13,1,20140313,2014,Deflation,25,600,50,336,168,0.66
T13,1,20140313,2014,Deflation,17,200,24,233,56,0.67
T13,1,20140313,2014,Deflation,2,400,38,295,112,0.67
T13,1,20140313,2014,Deflation,5,570,48,332,160,0.68
T13,1,20140313,2014,Deflation,3,220,25,246,62,0.71
T13,1,20140313,2014,Deflation,19,700,54,363,196,0.72
T13,1,20140313,2014,Deflation,20,730,55,372,204,0.74
T13,1,20140313,2014,Deflation,21,560,46,341,157,0.74
T13,1,20140313,2014,Deflation,12,300,30,280,84,0.77
T13,1,20140313,2014,Deflation,30,320,31,289,90,0.79
T13,1,20140313,2014,Deflation,29,540,42,360,151,0.91
T13,1,20140313,2014,Deflation,13,160,18,249,45,1.01
T13,1,20140313,2014,Deflation,22,730,48,426,204,1.11
T13,1,20140313,2014,Deflation,27,380,31,343,106,1.12
T13,1,20140313,2014,Deflation,33,386,31,349,108,1.15
T13,1,20140313,2014,Deflation,11,150,16,262,42,1.27
T13,1,20140313,2014,Deflation,26,320,26,345,90,1.34
T13,1,20140313,2014,Deflation,32,340,26,366,95,1.52
T13,1,20140313,2014,Deflation,14,150,15,280,42,1.54
T13,1,20140313,2014,Deflation,10,250,20,350,70,1.80
T13,1,20140313,2014,Deflation,1,270,20,378,76,2.10
T13,2,20140313,2014,Drift,30,1850,154,336,518,0.22
T13,2,20140313,2014,Drift,25,1600,136,329,448,0.23
T13,2,20140313,2014,Drift,4,960,95,283,269,0.25
T13,2,20140313,2014,Drift,31,1410,122,324,395,0.25
T13,2,20140313,2014,Drift,9,570,66,242,160,0.26
T13,2,20140313,2014,Drift,28,2000,151,371,560,0.27
T13,2,20140313,2014,Drift,27,1550,124,350,434,0.29
T13,2,20140313,2014,Drift,20,1500,120,350,420,0.30
T13,2,20140313,2014,Drift,29,1620,126,360,454,0.30
T13,2,20140313,2014,Drift,24,1460,116,352,409,0.31
T13,2,20140313,2014,Drift,21,1550,118,368,434,0.34
T13,2,20140313,2014,Drift,22,1550,118,368,434,0.34
T13,2,20140313,2014,Drift,23,1370,108,355,384,0.34
T13,2,20140313,2014,Drift,32,1900,134,397,532,0.35
T13,2,20140313,2014,Drift,19,1600,119,376,448,0.35
T13,2,20140313,2014,Drift,26,1790,128,391,501,0.35
T13,2,20140313,2014,Drift,8,680,66,288,190,0.37
T13,2,20140313,2014,Drift,5,820,74,310,230,0.38
T13,2,20140313,2014,Drift,7,660,64,289,185,0.38
T13,2,20140313,2014,Drift,2,1150,92,350,322,0.39
T13,2,20140313,2014,Drift,3,1170,93,352,328,0.39
T13,2,20140313,2014,Drift,10,670,64,293,188,0.39
T13,2,20140313,2014,Drift,13,1100,89,346,308,0.40
T13,2,20140313,2014,Drift,1,1200,94,357,336,0.40
T13,2,20140313,2014,Drift,18,1240,94,369,347,0.43
T13,2,20140313,2014,Drift,16,840,72,327,235,0.44
T13,2,20140313,2014,Drift,12,640,60,299,179,0.44
T13,2,20140313,2014,Drift,11,460,48,268,129,0.44
T13,2,20140313,2014,Drift,6,890,74,337,249,0.45
T13,2,20140313,2014,Drift,17,800,68,329,224,0.47
T13,2,20140313,2014,Drift,14,980,76,361,274,0.50
T13,2,20140313,2014,Drift,15,880,66,373,246,0.62
T13,3,20140313,2014,Island,23,1380,149,259,386,0.13
T13,3,20140313,2014,Island,3,1320,144,257,370,0.13
T13,3,20140313,2014,Island,17,1280,136,263,358,0.15
T13,3,20140313,2014,Island,24,840,99,238,235,0.17
T13,3,20140313,2014,Island,12,1600,149,301,448,0.18
T13,3,20140313,2014,Island,13,1280,128,280,358,0.18
T13,3,20140313,2014,Island,28,790,91,243,221,0.19
T13,3,20140313,2014,Island,14,1160,117,278,325,0.19
T13,3,20140313,2014,Island,20,1640,146,314,459,0.20
T13,3,20140313,2014,Island,10,1720,149,323,482,0.21
T13,3,20140313,2014,Island,4,1640,144,319,459,0.21
T13,3,20140313,2014,Island,9,1740,149,327,487,0.21
T13,3,20140313,2014,Island,26,1040,103,283,291,0.23
T13,3,20140313,2014,Island,5,1720,144,334,482,0.23
T13,3,20140313,2014,Island,8,1360,123,310,381,0.23
T13,3,20140313,2014,Island,25,1280,117,306,358,0.24
T13,3,20140313,2014,Island,6,1530,131,327,428,0.24
T13,3,20140313,2014,Island,1,1850,148,350,518,0.24
T13,3,20140313,2014,Island,2,1860,148,352,521,0.25
T13,3,20140313,2014,Island,18,1820,145,351,510,0.25
T13,3,20140313,2014,Island,16,1360,118,323,381,0.26
T13,3,20140313,2014,Island,19,2060,155,372,577,0.26
T13,3,20140313,2014,Island,21,960,91,295,269,0.28
T13,3,20140313,2014,Island,32,640,69,260,179,0.29
T13,3,20140313,2014,Island,15,1780,136,366,498,0.29
T13,3,20140313,2014,Island,30,1000,92,304,280,0.30
T13,3,20140313,2014,Island,7,2140,151,397,599,0.31
T13,3,20140313,2014,Island,33,720,73,276,202,0.31
T13,3,20140313,2014,Island,11,2180,152,402,610,0.31
T13,3,20140313,2014,Island,22,960,87,309,269,0.32
T13,3,20140313,2014,Island,29,600,63,267,168,0.33
T13,3,20140313,2014,Island,31,620,62,280,174,0.37
T13,3,20140313,2014,Island,27,860,74,325,241,0.42
T13,4,20140313,2014,Windward,29,120,26,129,34,0.19
T13,4,20140313,2014,Windward,15,240,36,187,67,0.28
T13,4,20140313,2014,Windward,13,250,36,194,70,0.31
T13,4,20140313,2014,Windward,19,320,39,230,90,0.40
T13,4,20140313,2014,Windward,28,100,17,165,28,0.47
T13,4,20140313,2014,Windward,17,250,31,226,70,0.48
T13,4,20140313,2014,Windward,23,450,45,280,126,0.51
T13,4,20140313,2014,Windward,24,300,34,247,84,0.53
T13,4,20140313,2014,Windward,11,250,30,233,70,0.53
T13,4,20140313,2014,Windward,32,250,30,233,70,0.53
T13,4,20140313,2014,Windward,27,80,14,160,22,0.54
T13,4,20140313,2014,Windward,8,300,32,262,84,0.63
T13,4,20140313,2014,Windward,12,220,26,237,62,0.63
T13,4,20140313,2014,Windward,3,150,20,210,42,0.65
T13,4,20140313,2014,Windward,7,150,20,210,42,0.65
T13,4,20140313,2014,Windward,18,350,35,280,98,0.66
T13,4,20140313,2014,Windward,22,280,30,261,78,0.67
T13,4,20140313,2014,Windward,30,280,30,261,78,0.67
T13,4,20140313,2014,Windward,14,320,32,280,90,0.72
T13,4,20140313,2014,Windward,20,340,33,288,95,0.74
T13,4,20140313,2014,Windward,5,150,19,221,42,0.76
T13,4,20140313,2014,Windward,9,120,16,210,34,0.81
T13,4,20140313,2014,Windward,26,100,14,200,28,0.84
T13,4,20140313,2014,Windward,10,200,22,254,56,0.87
T13,4,20140313,2014,Windward,25,200,22,254,56,0.87
T13,4,20140313,2014,Windward,31,200,22,254,56,0.87
T13,4,20140313,2014,Windward,33,200,22,254,56,0.87
T13,4,20140313,2014,Windward,21,320,30,299,90,0.87
T13,4,20140313,2014,Windward,6,150,18,233,42,0.89
T13,4,20140313,2014,Windward,16,350,30,327,98,1.05
T13,4,20140313,2014,Windward,4,100,12,233,28,1.33
T13,4,20140313,2014,Windward,2,100,11,254,28,1.73
T13,4,20140313,2014,Windward,1,120,9,373,34,4.55
TIS,4.1,20140216,2014,Deflation,8,920,110,234,258,0.15
TIS,4.1,20140216,2014,Deflation,17,850,104,229,238,0.15
TIS,5.1,20140216,2014,Deflation,1,1060,120,247,297,0.15
TIS,5.1,20140216,2014,Deflation,7,980,112,245,274,0.16
TIS,5.1,20140216,2014,Deflation,16,1380,136,284,386,0.17
TIS,5.1,20140216,2014,Deflation,9,1050,112,262,294,0.18
TIS,4.1,20140216,2014,Deflation,2,850,95,250,238,0.19
TIS,5.1,20140216,2014,Deflation,15,1640,147,312,459,0.20
TIS,5.1,20140216,2014,Deflation,11,1500,138,304,420,0.20
TIS,5.1,20140216,2014,Deflation,6,1180,116,285,330,0.21
TIS,4.1,20140216,2014,Deflation,14,950,100,266,266,0.21
TIS,5.1,20140216,2014,Deflation,8,1040,106,275,291,0.21
TIS,5.1,20140216,2014,Deflation,21,1660,142,327,465,0.22
TIS,5.1,20140216,2014,Deflation,18,1780,148,337,498,0.23
TIS,5.1,20140216,2014,Deflation,12,1680,142,331,470,0.23
TIS,5.1,20140216,2014,Deflation,5,1350,122,310,378,0.23
TIS,5.1,20140216,2014,Deflation,13,1520,132,322,426,0.23
TIS,4.1,20140216,2014,Deflation,10,1100,106,291,308,0.23
TIS,5.1,20140216,2014,Deflation,14,1840,148,348,515,0.24
TIS,4.1,20140216,2014,Deflation,11,1050,101,291,294,0.25
TIS,5.1,20140216,2014,Deflation,10,1360,120,317,381,0.25
TIS,4.1,20140216,2014,Deflation,22,1040,100,291,291,0.25
TIS,5.1,20140216,2014,Deflation,2,1340,118,318,375,0.25
TIS,4.1,20140216,2014,Deflation,12,1070,101,297,300,0.26
TIS,4.1,20140216,2014,Deflation,9,1300,114,319,364,0.26
TIS,4.1,20140216,2014,Deflation,6,950,92,289,266,0.27
TIS,4.1,20140216,2014,Deflation,13,860,86,280,241,0.27
TIS,5.1,20140216,2014,Deflation,19,1560,126,347,437,0.28
TIS,4.1,20140216,2014,Deflation,4,950,90,295,266,0.29
TIS,4.1,20140216,2014,Deflation,3,900,86,293,252,0.29
TIS,5.1,20140216,2014,Deflation,20,1600,126,355,448,0.29
TIS,4.1,20140216,2014,Deflation,16,1200,104,323,336,0.29
TIS,4.1,20140216,2014,Deflation,5,825,80,289,231,0.31
TIS,5.1,20140216,2014,Deflation,22,1720,130,370,482,0.31
TIS,4.1,20140216,2014,Deflation,15,1250,105,333,350,0.31
TIS,4.1,20140216,2014,Deflation,20,1170,100,328,328,0.32
TIS,5.1,20140216,2014,Deflation,3,1300,107,340,364,0.32
TIS,4.1,20140216,2014,Deflation,18,1430,114,351,400,0.32
TIS,4.1,20140216,2014,Deflation,7,1050,92,320,294,0.33
TIS,5.1,20140216,2014,Deflation,4,1450,112,362,406,0.34
TIS,4.1,20140216,2014,Deflation,19,1230,98,351,344,0.37
TIS,4.1,20140216,2014,Deflation,21,980,84,327,274,0.37
TIS,5.1,20140216,2014,Deflation,17,1450,102,398,406,0.46
TIS,4.1,20140216,2014,Deflation,1,1300,94,387,364,0.47
TIS,2.1,20140216,2014,Drift,8,3480,264,369,974,0.15
TIS,2.1,20140216,2014,Drift,7,3550,266,374,994,0.15
TIS,2.1,20140216,2014,Drift,2,3220,248,363,901,0.16
TIS,2.1,20140216,2014,Drift,6,3420,258,371,957,0.16
TIS,2.1,20140216,2014,Drift,3,3240,248,366,907,0.16
TIS,2.1,20140216,2014,Drift,9,3660,268,382,1025,0.16
TIS,2.1,20140216,2014,Drift,4,3406,254,375,953,0.16
TIS,2.1,20140216,2014,Drift,14,3300,248,373,924,0.16
TIS,2.1,20140216,2014,Drift,15,3300,248,373,924,0.16
TIS,2.1,20140216,2014,Drift,10,3760,270,390,1053,0.17
TIS,2.1,20140216,2014,Drift,11,3530,256,386,988,0.17
TIS,2.1,20140216,2014,Drift,13,3450,246,393,966,0.18
TIS,2.1,20140216,2014,Drift,1,3580,248,404,1002,0.19
TIS,2.1,20140216,2014,Drift,5,3640,248,411,1019,0.20
TIS,2.1,20140216,2014,Drift,12,3680,248,415,1030,0.20
TIS,1.1,20140216,2014,Island,1,2670,197,379,747,0.21
TIS,1.1,20140216,2014,Island,5,2760,194,398,773,0.24
TIS,1.1,20140216,2014,Island,10,2725,192,397,763,0.24
TIS,1.1,20140216,2014,Island,3,2900,196,414,812,0.26
TIS,1.1,20140216,2014,Island,7,2860,193,415,801,0.26
TIS,1.1,20140216,2014,Island,11,2840,191,416,795,0.27
TIS,1.1,20140216,2014,Island,14,2840,191,416,795,0.27
TIS,1.1,20140216,2014,Island,6,2910,194,420,815,0.27
TIS,1.1,20140216,2014,Island,2,2950,195,424,826,0.27
TIS,1.1,20140216,2014,Island,4,2950,195,424,826,0.27
TIS,1.1,20140216,2014,Island,9,2860,191,419,801,0.27
TIS,1.1,20140216,2014,Island,15,2840,190,418,795,0.27
TIS,1.1,20140216,2014,Island,8,2890,191,424,809,0.28
TIS,1.1,20140216,2014,Island,12,2870,190,423,803,0.28
TIS,1.1,20140216,2014,Island,13,3250,191,476,910,0.35
TIS,3.1,20140216,2014,Windward,4,420,58,203,118,0.21
TIS,3.1,20140216,2014,Windward,18,580,66,246,162,0.27
TIS,3.1,20140216,2014,Windward,20,550,63,244,154,0.28
TIS,3.1,20140216,2014,Windward,19,620,68,255,174,0.28
TIS,3.1,20140216,2014,Windward,16,600,66,254,168,0.29
TIS,3.1,20140216,2014,Windward,17,600,66,254,168,0.29
TIS,3.1,20140216,2014,Windward,13,540,60,252,151,0.31
TIS,3.1,20140216,2014,Windward,15,550,59,261,154,0.34
TIS,3.1,20140216,2014,Windward,9,670,67,280,188,0.34
TIS,3.1,20140216,2014,Windward,5,460,52,248,129,0.35
TIS,3.1,20140216,2014,Windward,8,600,62,271,168,0.35
TIS,3.1,20140216,2014,Windward,22,640,64,280,179,0.36
TIS,3.1,20140216,2014,Windward,21,660,65,284,185,0.37
TIS,3.1,20140216,2014,Windward,11,620,62,280,174,0.37
TIS,3.1,20140216,2014,Windward,1,820,74,310,230,0.38
TIS,3.1,20140216,2014,Windward,7,700,66,297,196,0.39
TIS,3.1,20140216,2014,Windward,6,520,54,270,146,0.40
TIS,3.1,20140216,2014,Windward,10,760,69,308,213,0.41
TIS,3.1,20140216,2014,Windward,12,730,67,305,204,0.41
TIS,3.1,20140216,2014,Windward,2,660,62,298,185,0.42
TIS,3.1,20140216,2014,Windward,14,590,56,295,165,0.46
TIS,3.1,20140216,2014,Windward,3,680,60,317,190,0.49
T10,3,20150227,2015,Deflation,20,400,64,175,112,0.14
T10,3,20150227,2015,Deflation,21,340,56,170,95,0.15
T10,3,20150227,2015,Deflation,22,340,48,198,95,0.24
T10,3,20150227,2015,Deflation,18,280,41,191,78,0.26
T10,3,20150227,2015,Deflation,11,320,40,224,90,0.37
T10,3,20150227,2015,Deflation,19,600,59,285,168,0.40
T10,3,20150227,2015,Deflation,17,620,60,289,174,0.41
T10,3,20150227,2015,Deflation,24,420,46,256,118,0.42
T10,3,20150227,2015,Deflation,16,460,48,268,129,0.44
T10,3,20150227,2015,Deflation,14,420,45,261,118,0.45
T10,3,20150227,2015,Deflation,25,400,43,260,112,0.46
T10,3,20150227,2015,Deflation,15,370,39,266,104,0.53
T10,3,20150227,2015,Deflation,23,500,47,298,140,0.55
T10,3,20150227,2015,Deflation,9,600,53,317,168,0.56
T10,3,20150227,2015,Deflation,10,480,45,299,134,0.58
T10,3,20150227,2015,Deflation,6,240,28,240,67,0.60
T10,3,20150227,2015,Deflation,8,460,38,339,129,0.89
T10,3,20150227,2015,Deflation,7,260,25,291,73,1.00
T10,3,20150227,2015,Deflation,5,320,28,320,90,1.07
T10,3,20150227,2015,Deflation,13,360,30,336,101,1.11
T10,3,20150227,2015,Deflation,12,320,27,332,90,1.20
T10,3,20150227,2015,Deflation,3,300,25,336,84,1.33
T10,3,20150227,2015,Deflation,4,260,20,364,73,1.95
T10,3,20150227,2015,Deflation,2,230,14,460,64,4.44
T10,3,20150227,2015,Deflation,1,120,8,420,34,6.48
T10,2,20150227,2015,Drift,11,1650,196,236,462,0.08
T10,2,20150227,2015,Drift,13,1640,193,238,459,0.09
T10,1,20150227,2015,Drift,9,1050,126,233,294,0.13
T10,2,20150227,2015,Drift,10,2370,200,332,663,0.16
T10,1,20150227,2015,Drift,11,1325,134,277,371,0.17
T10,1,20150227,2015,Drift,13,1200,124,271,336,0.17
T10,2,20150227,2015,Drift,12,2370,195,340,663,0.17
T10,1,20150227,2015,Drift,8,1250,125,280,350,0.18
T10,1,20150227,2015,Drift,7,1275,125,286,357,0.19
T10,1,20150227,2015,Drift,1,950,101,263,266,0.20
T10,2,20150227,2015,Drift,9,950,100,266,266,0.21
T10,2,20150227,2015,Drift,8,1560,138,316,437,0.21
T10,1,20150227,2015,Drift,2,1075,107,281,301,0.22
T10,1,20150227,2015,Drift,10,1300,120,303,364,0.23
T10,2,20150227,2015,Drift,5,1840,147,350,515,0.25
T10,1,20150227,2015,Drift,6,1420,123,323,398,0.25
T10,2,20150227,2015,Drift,7,1660,136,342,465,0.25
T10,1,20150227,2015,Drift,3,1050,100,294,294,0.25
T10,2,20150227,2015,Drift,1,1720,138,349,482,0.26
T10,2,20150227,2015,Drift,2,1780,141,353,498,0.26
T10,1,20150227,2015,Drift,12,1400,120,327,392,0.26
T10,1,20150227,2015,Drift,5,1400,117,335,392,0.28
T10,1,20150227,2015,Drift,4,1075,98,307,301,0.28
T10,2,20150227,2015,Drift,3,2000,148,378,560,0.28
T10,2,20150227,2015,Drift,6,1720,132,365,482,0.30
T10,2,20150227,2015,Drift,4,2150,150,401,602,0.32
T10,3,20150227,2015,Drift,2,520,45,323,146,0.68
T10,3,20150227,2015,Drift,1,350,29,338,98,1.16
T10,2,20150227,2015,Island,13,1020,90,317,286,0.33
T10,2,20150227,2015,Island,11,620,64,271,174,0.34
T10,2,20150227,2015,Island,18,1300,104,350,364,0.35
T10,2,20150227,2015,Island,6,950,84,317,266,0.35
T10,2,20150227,2015,Island,12,960,84,320,269,0.36
T10,2,20150227,2015,Island,24,1150,94,342,322,0.37
T10,2,20150227,2015,Island,7,820,75,306,230,0.37
T10,2,20150227,2015,Island,8,780,72,303,218,0.38
T10,2,20150227,2015,Island,10,1020,86,332,286,0.38
T10,2,20150227,2015,Island,4,800,73,307,224,0.38
T10,2,20150227,2015,Island,16,1030,85,339,288,0.40
T10,2,20150227,2015,Island,9,750,68,309,210,0.41
T10,2,20150227,2015,Island,20,1300,98,371,364,0.41
T10,2,20150227,2015,Island,17,1380,101,383,386,0.43
T10,2,20150227,2015,Island,2,650,60,303,182,0.45
T10,2,20150227,2015,Island,3,760,66,322,213,0.46
T10,2,20150227,2015,Island,5,770,66,327,216,0.48
T10,2,20150227,2015,Island,19,920,74,348,258,0.48
T10,2,20150227,2015,Island,21,700,61,321,196,0.50
T10,2,20150227,2015,Island,14,540,51,296,151,0.51
T10,2,20150227,2015,Island,23,800,66,339,224,0.51
T10,2,20150227,2015,Island,22,580,52,312,162,0.55
T10,2,20150227,2015,Island,25,650,56,325,182,0.55
T10,2,20150227,2015,Island,15,500,44,318,140,0.68
T10,2,20150227,2015,Island,1,500,42,333,140,0.78
T10,1,20150227,2015,Windward,25,410,39,294,115,0.65
T10,1,20150227,2015,Windward,22,600,44,382,168,0.97
T10,1,20150227,2015,Windward,17,380,32,332,106,1.02
T10,1,20150227,2015,Windward,2,225,21,300,63,1.26
T10,1,20150227,2015,Windward,20,350,28,350,98,1.29
T10,1,20150227,2015,Windward,24,450,33,382,126,1.30
T10,1,20150227,2015,Windward,13,300,25,336,84,1.33
T10,1,20150227,2015,Windward,6,250,22,318,70,1.35
T10,1,20150227,2015,Windward,21,400,30,373,112,1.37
T10,1,20150227,2015,Windward,7,300,24,350,84,1.50
T10,1,20150227,2015,Windward,14,350,26,377,98,1.61
T10,1,20150227,2015,Windward,23,320,24,373,90,1.71
T10,1,20150227,2015,Windward,12,210,18,327,59,1.74
T10,1,20150227,2015,Windward,19,300,22,382,84,1.95
T10,1,20150227,2015,Windward,5,140,13,301,39,2.06
T10,1,20150227,2015,Windward,10,110,11,280,31,2.09
T10,1,20150227,2015,Windward,8,160,14,320,45,2.15
T10,1,20150227,2015,Windward,15,370,24,432,104,2.28
T10,1,20150227,2015,Windward,9,170,14,340,48,2.43
T10,1,20150227,2015,Windward,11,250,18,389,70,2.47
T10,1,20150227,2015,Windward,18,340,22,433,95,2.50
T10,1,20150227,2015,Windward,16,300,20,420,84,2.59
T10,1,20150227,2015,Windward,1,200,14,400,56,3.36
T10,1,20150227,2015,Windward,4,160,12,373,45,3.41
T10,1,20150227,2015,Windward,3,100,7,400,28,6.72
T11,2,20150228,2015,Deflation,10,900,98,257,252,0.20
T11,2,20150228,2015,Deflation,6,950,92,289,266,0.27
T11,2,20150228,2015,Deflation,3,1000,94,298,280,0.28
T11,2,20150228,2015,Deflation,2,1000,93,301,280,0.29
T11,2,20150228,2015,Deflation,12,1250,106,330,350,0.30
T11,2,20150228,2015,Deflation,1,900,84,300,252,0.31
T11,2,20150228,2015,Deflation,7,1100,95,324,308,0.33
T11,2,20150228,2015,Deflation,5,1225,102,336,343,0.33
T11,2,20150228,2015,Deflation,9,1150,95,339,322,0.36
T11,2,20150228,2015,Deflation,8,1350,104,363,378,0.37
T11,2,20150228,2015,Deflation,4,1250,98,357,350,0.38
T11,2,20150228,2015,Deflation,11,1080,88,344,302,0.39
T11,2,20150228,2015,Deflation,25,475,43,309,133,0.65
T11,2,20150228,2015,Deflation,13,320,33,271,90,0.66
T11,2,20150228,2015,Deflation,22,375,36,292,105,0.69
T11,2,20150228,2015,Deflation,20,350,33,297,98,0.79
T11,2,20150228,2015,Deflation,14,400,36,311,112,0.79
T11,2,20150228,2015,Deflation,19,400,36,311,112,0.79
T11,2,20150228,2015,Deflation,16,280,27,290,78,0.92
T11,2,20150228,2015,Deflation,17,300,28,300,84,0.94
T11,2,20150228,2015,Deflation,21,475,38,350,133,0.95
T11,2,20150228,2015,Deflation,18,400,33,339,112,1.03
T11,2,20150228,2015,Deflation,23,400,32,350,112,1.13
T11,2,20150228,2015,Deflation,15,320,26,345,90,1.34
T11,2,20150228,2015,Deflation,24,250,20,350,70,1.80
T11,2,20150228,2015,Drift,11,3860,284,380,1081,0.15
T11,2,20150228,2015,Drift,12,3950,288,384,1106,0.15
T11,2,20150228,2015,Drift,9,3200,243,369,896,0.16
T11,3,20150228,2015,Drift,3,1150,119,271,322,0.18
T11,2,20150228,2015,Drift,10,3460,245,395,969,0.19
T11,3,20150228,2015,Drift,2,1450,136,298,406,0.19
T11,2,20150228,2015,Drift,8,1820,154,331,510,0.21
T11,3,20150228,2015,Drift,13,1770,147,337,496,0.23
T11,3,20150228,2015,Drift,7,1200,112,300,336,0.24
T11,3,20150228,2015,Drift,11,1610,134,336,451,0.25
T11,2,20150228,2015,Drift,1,1580,132,335,442,0.25
T11,2,20150228,2015,Drift,3,1750,138,355,490,0.27
T11,3,20150228,2015,Drift,12,1725,134,360,483,0.28
T11,2,20150228,2015,Drift,6,1430,118,339,400,0.29
T11,3,20150228,2015,Drift,10,1150,102,316,322,0.29
T11,2,20150228,2015,Drift,7,1625,128,355,455,0.29
T11,2,20150228,2015,Drift,5,1900,142,375,532,0.29
T11,3,20150228,2015,Drift,1,1750,134,366,490,0.29
T11,3,20150228,2015,Drift,8,1275,108,330,357,0.30
T11,3,20150228,2015,Drift,4,1575,124,356,441,0.30
T11,3,20150228,2015,Drift,5,1500,120,350,420,0.30
T11,3,20150228,2015,Drift,9,1400,114,344,392,0.30
T11,2,20150228,2015,Drift,2,1620,125,363,454,0.31
T11,3,20150228,2015,Drift,6,1350,107,353,378,0.34
T11,2,20150228,2015,Drift,4,1460,112,365,409,0.35
T11,3,20150228,2015,Island,21,1550,142,306,434,0.19
T11,3,20150228,2015,Island,2,1750,142,345,490,0.25
T11,3,20150228,2015,Island,22,1950,150,364,546,0.26
T11,3,20150228,2015,Island,14,1925,148,364,539,0.26
T11,3,20150228,2015,Island,1,1800,141,357,504,0.27
T11,3,20150228,2015,Island,6,1800,141,357,504,0.27
T11,3,20150228,2015,Island,23,1900,146,364,532,0.27
T11,3,20150228,2015,Island,24,1350,116,326,378,0.27
T11,3,20150228,2015,Island,19,1425,120,332,399,0.27
T11,3,20150228,2015,Island,12,1300,110,331,364,0.29
T11,3,20150228,2015,Island,17,1100,98,314,308,0.30
T11,3,20150228,2015,Island,20,1400,115,341,392,0.30
T11,3,20150228,2015,Island,4,1400,114,344,392,0.30
T11,3,20150228,2015,Island,5,2075,146,398,581,0.32
T11,3,20150228,2015,Island,16,1200,100,336,336,0.33
T11,3,20150228,2015,Island,15,1450,113,359,406,0.34
T11,3,20150228,2015,Island,3,1475,114,362,413,0.34
T11,3,20150228,2015,Island,18,1225,98,350,343,0.37
T11,3,20150228,2015,Island,25,1075,89,338,301,0.38
T11,3,20150228,2015,Island,10,1300,99,368,364,0.40
T11,3,20150228,2015,Island,9,1300,98,371,364,0.41
T11,3,20150228,2015,Island,7,1425,104,384,399,0.42
T11,3,20150228,2015,Island,8,1200,92,365,336,0.43
T11,3,20150228,2015,Island,13,1000,80,350,280,0.45
T11,3,20150228,2015,Island,11,1600,106,423,448,0.50
T11,1,20150228,2015,Windward,25,620,60,289,174,0.41
T11,1,20150228,2015,Windward,24,600,57,295,168,0.45
T11,1,20150228,2015,Windward,18,340,38,250,95,0.49
T11,1,20150228,2015,Windward,8,520,50,291,146,0.50
T11,1,20150228,2015,Windward,12,410,41,280,115,0.56
T11,1,20150228,2015,Windward,19,100,16,175,28,0.56
T11,1,20150228,2015,Windward,14,370,38,273,104,0.57
T11,1,20150228,2015,Windward,7,520,47,310,146,0.60
T11,1,20150228,2015,Windward,23,350,36,272,98,0.60
T11,1,20150228,2015,Windward,13,410,40,287,115,0.61
T11,1,20150228,2015,Windward,11,450,42,300,126,0.63
T11,1,20150228,2015,Windward,1,160,21,213,45,0.64
T11,1,20150228,2015,Windward,16,400,38,295,112,0.67
T11,1,20150228,2015,Windward,22,370,36,288,104,0.68
T11,1,20150228,2015,Windward,9,500,44,318,140,0.68
T11,1,20150228,2015,Windward,17,440,40,308,123,0.70
T11,1,20150228,2015,Windward,2,180,22,229,50,0.70
T11,1,20150228,2015,Windward,10,510,44,324,143,0.70
T11,1,20150228,2015,Windward,21,300,30,280,84,0.77
T11,1,20150228,2015,Windward,6,480,41,328,134,0.77
T11,1,20150228,2015,Windward,3,190,21,253,53,0.90
T11,1,20150228,2015,Windward,5,510,39,366,143,1.01
T11,1,20150228,2015,Windward,15,200,20,280,56,1.15
T11,1,20150228,2015,Windward,4,240,21,320,67,1.43
T11,1,20150228,2015,Windward,20,180,15,336,50,2.21
T12,3,20150226,2015,Deflation,19,450,44,286,126,0.55
T12,3,20150226,2015,Deflation,17,500,45,311,140,0.63
T12,3,20150226,2015,Deflation,15,375,37,284,105,0.64
T12,3,20150226,2015,Deflation,20,450,40,315,126,0.73
T12,3,20150226,2015,Deflation,25,480,41,328,134,0.77
T12,3,20150226,2015,Deflation,22,575,46,350,161,0.78
