site,pit,year,depth,density,swe,htc
PPD,PPD,2009,29.00,231.68,67.19,0.54
PPD,PPD,2009,35.00,255.95,89.58,0.55
PPD,PPD,2009,32.00,244.95,78.39,0.55
PPD,PPD,2009,30.00,237.95,71.39,0.55
PPD,PPD,2009,51.00,312.88,159.57,0.56
PPD,PPD,2009,44.00,292.67,128.78,0.57
PPD,PPD,2009,48.00,306.19,146.97,0.57
PPD,PPD,2009,30.00,242.62,72.79,0.58
PPD,PPD,2009,50.00,313.54,156.77,0.58
PPD,PPD,2009,52.00,323.02,167.97,0.59
PPD,PPD,2009,49.00,314.23,153.97,0.59
PPD,PPD,2009,5.00,100.78,5.04,0.60
PPD,PPD,2009,47.00,309.73,145.57,0.60
PPD,PPD,2009,47.00,312.71,146.97,0.61
PPD,PPD,2009,50.00,324.74,162.37,0.62
PPD,PPD,2009,53.00,343.33,181.97,0.65
PPD,PPD,2009,62.00,372.51,230.96,0.66
PPD,PPD,2009,6.00,116.64,7.00,0.67
PPD,PPD,2009,30.00,261.28,78.39,0.67
PPD,PPD,2009,4.00,97.98,3.92,0.71
PPD,PPD,2009,5.00,111.98,5.60,0.74
PPD,PPD,2009,7.00,135.97,9.52,0.78
PPD,PPD,2009,4.00,104.98,4.20,0.81
PPD,PPD,2009,6.00,130.64,7.84,0.84
PPD,PPD,2009,6.50,137.82,8.96,0.86
PPD,PPD,2009,5.00,123.18,6.16,0.89
PPD,PPD,2009,5.00,123.18,6.16,0.89
PPD,PPD,2009,6.00,135.31,8.12,0.90
PPD,PPD,2009,4.00,111.98,4.48,0.92
PPD,PPD,2009,5.00,128.78,6.44,0.98
PPD,PPD,2009,5.00,128.78,6.44,0.98
PPD,PPD,2009,4.00,118.98,4.76,1.04
PPD,PPD,2009,8.00,171.47,13.72,1.08
PPD,PPD,2009,40.00,384.93,153.97,1.09
PPD,PPD,2009,6.00,149.30,8.96,1.09
PPD,PPD,2009,6.00,149.30,8.96,1.09
PPD,PPD,2009,5.00,139.97,7.00,1.15
PPD,PPD,2009,5.00,139.97,7.00,1.15
PPD,PPD,2009,4.00,125.98,5.04,1.17
PPD,PPD,2009,4.00,125.98,5.04,1.17
PPD,PPD,2009,4.00,125.98,5.04,1.17
PPD,PPD,2009,3.00,111.98,3.36,1.23
PPD,PPD,2009,5.00,145.57,7.28,1.25
PPD,PPD,2009,5.00,151.17,7.56,1.34
PPD,PPD,2009,5.00,151.17,7.56,1.34
PPD,PPD,2009,6.00,167.97,10.08,1.38
PPD,PPD,2009,4.00,139.97,5.60,1.44
PPD,PPD,2009,5.00,156.77,7.84,1.45
PPD,PPD,2009,5.00,156.77,7.84,1.45
PPD,PPD,2009,6.00,177.30,10.64,1.54
PPD,PPD,2009,5.00,162.37,8.12,1.55
PPD,PPD,2009,4.00,146.97,5.88,1.59
PPD,PPD,2009,4.00,153.97,6.16,1.74
PPD,PPD,2009,4.00,153.97,6.16,1.74
PPD,PPD,2009,4.00,153.97,6.16,1.74
PPD,PPD,2009,5.00,173.57,8.68,1.77
PPD,PPD,2009,5.00,173.57,8.68,1.77
PPD,PPD,2009,5.00,173.57,8.68,1.77
PPD,PPD,2009,7.00,207.96,14.56,1.82
PPD,PPD,2009,5.00,179.17,8.96,1.89
PPD,PPD,2009,5.00,179.17,8.96,1.89
PPD,PPD,2009,5.00,179.17,8.96,1.89
PPD,PPD,2009,3.00,149.30,4.48,2.18
PPD,PPD,2009,4.00,174.97,7.00,2.25
PPD,PPD,2009,4.00,174.97,7.00,2.25
PPD,PPD,2009,4.00,181.97,7.28,2.43
PPD,PPD,2009,5.00,212.76,10.64,2.66
PPD,PPD,2009,3.00,167.97,5.04,2.76
PPD,PPD,2009,4.00,195.96,7.84,2.82
PPD,PPD,2009,4.00,209.96,8.40,3.24
PPD,PPD,2009,5.00,235.16,11.76,3.25
PPD,PPD,2009,4.00,223.96,8.96,3.69
PPD,PPD,2009,4.00,223.96,8.96,3.69
PPD,PPD,2009,4.00,223.96,8.96,3.69
PPD,PPD,2009,4.00,251.95,10.08,4.67
PPD,PPD,2009,4.00,258.95,10.36,4.93
PPD,PPD,2009,3.00,242.62,7.28,5.77
PPD,PPD,2009,3.00,279.95,8.40,7.68
TIS,TIS,2009,250.00,388.57,971.41,0.18
TIS,TIS,2009,246.00,397.16,977.01,0.19
TIS,TIS,2009,246.00,401.71,988.21,0.19
TIS,TIS,2009,244.00,402.71,982.61,0.20
TIS,TIS,2009,246.00,408.54,1005.01,0.20
TIS,TIS,2009,245.00,410.21,1005.01,0.20
TIS,TIS,2009,145.00,316.63,459.11,0.20
TIS,TIS,2009,242.00,409.51,991.01,0.20
TIS,TIS,2009,147.00,319.94,470.31,0.20
TIS,TIS,2009,244.00,417.63,1019.01,0.21
TIS,TIS,2009,250.00,423.28,1058.20,0.21
TIS,TIS,2009,206.00,384.59,792.25,0.21
TIS,TIS,2009,146.00,324.05,473.11,0.21
TIS,TIS,2009,207.00,388.14,803.45,0.21
TIS,TIS,2009,208.00,390.31,811.84,0.22
TIS,TIS,2009,134.00,315.46,422.72,0.22
TIS,TIS,2009,207.00,393.55,814.64,0.22
TIS,TIS,2009,244.00,432.54,1055.40,0.23
TIS,TIS,2009,205.00,397.39,814.64,0.23
TIS,TIS,2009,241.00,433.28,1044.20,0.23
TIS,TIS,2009,206.00,403.61,831.44,0.23
TIS,TIS,2009,203.00,404.06,820.24,0.24
TIS,TIS,2009,203.00,406.82,825.84,0.24
TIS,TIS,2009,135.00,331.79,447.91,0.24
TIS,TIS,2009,144.00,346.04,498.30,0.24
TIS,TIS,2009,140.00,343.93,481.51,0.25
TIS,TIS,2009,200.00,412.92,825.84,0.25
TIS,TIS,2009,138.00,344.86,475.91,0.25
TIS,TIS,2009,138.00,344.86,475.91,0.25
TIS,TIS,2009,147.00,359.93,529.10,0.26
TIS,TIS,2009,203.00,423.37,859.44,0.26
TIS,TIS,2009,112.00,317.44,355.53,0.26
TIS,TIS,2009,147.00,364.50,535.82,0.27
TIS,TIS,2009,137.00,353.51,484.31,0.27
TIS,TIS,2009,131.00,346.19,453.51,0.27
TIS,TIS,2009,158.00,382.71,604.68,0.27
TIS,TIS,2009,132.00,349.93,461.91,0.27
TIS,TIS,2009,128.00,345.56,442.32,0.27
TIS,TIS,2009,114.00,329.06,375.13,0.28
TIS,TIS,2009,158.00,389.80,615.88,0.28
TIS,TIS,2009,160.00,393.67,629.88,0.28
TIS,TIS,2009,117.00,337.37,394.72,0.29
TIS,TIS,2009,155.00,393.73,610.28,0.29
TIS,TIS,2009,112.00,334.94,375.13,0.29
TIS,TIS,2009,165.00,410.59,677.47,0.30
TIS,TIS,2009,105.00,327.94,344.33,0.30
TIS,TIS,2009,116.00,347.52,403.12,0.31
TIS,TIS,2009,144.00,394.65,568.29,0.32
TIS,TIS,2009,102.00,334.84,341.53,0.32
TIS,TIS,2009,104.00,339.17,352.73,0.33
TIS,TIS,2009,116.00,359.59,417.12,0.33
TIS,TIS,2009,100.00,341.53,341.53,0.34
TIS,TIS,2009,95.00,365.40,347.13,0.41
TIS,TIS,2009,91.00,359.93,327.54,0.42
TUN,TUN,2009,4.00,83.98,3.36,0.52
TUN,TUN,2009,21.00,199.96,41.99,0.56
TUN,TUN,2009,10.00,145.57,14.56,0.62
TUN,TUN,2009,26.00,248.72,64.67,0.70
TUN,TUN,2009,8.00,139.97,11.20,0.72
TUN,TUN,2009,5.00,111.98,5.60,0.74
TUN,TUN,2009,13.00,183.04,23.80,0.76
TUN,TUN,2009,23.00,244.65,56.27,0.77
TUN,TUN,2009,7.00,139.97,9.80,0.82
TUN,TUN,2009,7.00,139.97,9.80,0.82
TUN,TUN,2009,20.00,237.95,47.59,0.83
TUN,TUN,2009,14.00,199.96,27.99,0.84
TUN,TUN,2009,27.00,279.95,75.59,0.85
TUN,TUN,2009,26.00,277.79,72.23,0.87
TUN,TUN,2009,11.00,180.69,19.88,0.87
TUN,TUN,2009,11.00,183.24,20.16,0.90
TUN,TUN,2009,26.00,288.56,75.03,0.94
TUN,TUN,2009,26.00,290.71,75.59,0.96
TUN,TUN,2009,24.00,279.95,67.19,0.96
TUN,TUN,2009,26.00,292.87,76.15,0.97
TUN,TUN,2009,7.00,151.97,10.64,0.97
TUN,TUN,2009,17.00,237.13,40.31,0.97
TUN,TUN,2009,15.00,223.96,33.59,0.98
TUN,TUN,2009,17.00,238.78,40.59,0.99
TUN,TUN,2009,24.00,289.28,69.43,1.03
TUN,TUN,2009,22.00,279.95,61.59,1.05
TUN,TUN,2009,11.00,198.51,21.84,1.05
TUN,TUN,2009,17.00,247.01,41.99,1.06
TUN,TUN,2009,24.00,293.94,70.55,1.06
TUN,TUN,2009,25.00,300.10,75.03,1.06
TUN,TUN,2009,25.00,300.10,75.03,1.06
TUN,TUN,2009,7.00,159.97,11.20,1.07
TUN,TUN,2009,25.00,302.34,75.59,1.07
TUN,TUN,2009,12.00,209.96,25.20,1.08
TUN,TUN,2009,23.00,290.90,66.91,1.08
TUN,TUN,2009,17.00,250.31,42.55,1.08
TUN,TUN,2009,15.00,235.16,35.27,1.08
TUN,TUN,2009,26.00,312.25,81.18,1.10
TUN,TUN,2009,24.00,300.94,72.23,1.11
TUN,TUN,2009,14.00,229.96,32.19,1.11
TUN,TUN,2009,15.00,238.89,35.83,1.12
TUN,TUN,2009,7.00,163.97,11.48,1.13
TUN,TUN,2009,14.00,231.96,32.47,1.13
TUN,TUN,2009,9.00,186.63,16.80,1.14
TUN,TUN,2009,26.00,317.63,82.58,1.14
TUN,TUN,2009,11.00,208.69,22.96,1.16
TUN,TUN,2009,4.00,125.98,5.04,1.17
TUN,TUN,2009,13.00,228.26,29.67,1.18
TUN,TUN,2009,6.00,158.64,9.52,1.23
TUN,TUN,2009,22.00,304.12,66.91,1.24
TUN,TUN,2009,7.00,171.97,12.04,1.24
TUN,TUN,2009,16.00,262.45,41.99,1.27
TUN,TUN,2009,16.00,262.45,41.99,1.27
TUN,TUN,2009,12.00,228.62,27.43,1.28
TUN,TUN,2009,4.00,132.97,5.32,1.30
TUN,TUN,2009,8.00,188.96,15.12,1.31
TUN,TUN,2009,21.00,309.27,64.95,1.34
TUN,TUN,2009,11.00,223.96,24.64,1.34
TUN,TUN,2009,11.00,223.96,24.64,1.34
TUN,TUN,2009,8.00,192.46,15.40,1.36
TUN,TUN,2009,12.00,242.62,29.11,1.44
TUN,TUN,2009,12.00,242.62,29.11,1.44
TUN,TUN,2009,6.00,172.63,10.36,1.46
TUN,TUN,2009,9.00,217.74,19.60,1.55
TUN,TUN,2009,21.00,333.27,69.99,1.55
TUN,TUN,2009,4.00,146.97,5.88,1.59
TUN,TUN,2009,4.00,146.97,5.88,1.59
TUN,TUN,2009,7.00,199.96,14.00,1.68
TUN,TUN,2009,6.00,186.63,11.20,1.71
TUN,TUN,2009,8.00,216.96,17.36,1.73
TUN,TUN,2009,7.00,207.96,14.56,1.82
TUN,TUN,2009,8.00,223.96,17.92,1.84
TUN,TUN,2009,6.00,195.96,11.76,1.88
TUN,TUN,2009,5.00,179.17,8.96,1.89
TUN,TUN,2009,5.00,179.17,8.96,1.89
TUN,TUN,2009,14.00,301.94,42.27,1.91
TUN,TUN,2009,3.00,139.97,4.20,1.92
TUN,TUN,2009,9.00,248.84,22.40,2.02
TUN,TUN,2009,7.00,219.96,15.40,2.03
TUN,TUN,2009,6.00,205.29,12.32,2.07
TUN,TUN,2009,4.00,167.97,6.72,2.07
TUN,TUN,2009,8.00,237.95,19.04,2.08
TUN,TUN,2009,8.50,250.31,21.28,2.17
TUN,TUN,2009,9.50,265.21,25.20,2.18
TUN,TUN,2009,8.00,244.95,19.60,2.21
TUN,TUN,2009,7.00,231.96,16.24,2.26
TUN,TUN,2009,8.00,251.95,20.16,2.33
TUN,TUN,2009,5.00,201.56,10.08,2.39
TUN,TUN,2009,4.00,181.97,7.28,2.43
TUN,TUN,2009,4.00,181.97,7.28,2.43
TUN,TUN,2009,6.00,228.62,13.72,2.56
TUN,TUN,2009,6.00,233.29,14.00,2.67
TUN,TUN,2009,6.00,233.29,14.00,2.67
TUN,TUN,2009,6.00,233.29,14.00,2.67
TUN,TUN,2009,7.00,255.95,17.92,2.75
TUN,TUN,2009,7.50,268.75,20.16,2.83
TUN,TUN,2009,5.00,223.96,11.20,2.95
TUN,TUN,2009,6.00,256.62,15.40,3.23
TUN,TUN,2009,6.00,256.62,15.40,3.23
TUN,TUN,2009,7.00,279.95,19.60,3.29
TUN,TUN,2009,4.00,216.96,8.68,3.46
TUN,TUN,2009,9.00,326.60,29.39,3.48
TUN,TUN,2009,6.00,270.61,16.24,3.59
TUN,TUN,2009,9.00,342.16,30.79,3.82
TUN,TUN,2009,6.00,279.95,16.80,3.84
TUN,TUN,2009,6.00,279.95,16.80,3.84
TUN,TUN,2009,5.00,268.75,13.44,4.25
TUN,TUN,2009,5.00,268.75,13.44,4.25
TUN,TUN,2009,9.00,401.26,36.11,5.26
TUN,TUN,2009,8.00,402.42,32.19,5.95
WSU,WSU,2009,73.00,122.72,89.58,0.06
WSU,WSU,2009,63.00,132.86,83.70,0.08
WSU,WSU,2009,62.00,133.20,82.58,0.08
WSU,WSU,2009,62.00,135.46,83.98,0.09
WSU,WSU,2009,72.00,147.75,106.38,0.09
WSU,WSU,2009,60.00,139.97,83.98,0.10
WSU,WSU,2009,60.00,139.97,83.98,0.10
WSU,WSU,2009,64.00,148.72,95.18,0.10
WSU,WSU,2009,64.00,148.72,95.18,0.10
WSU,WSU,2009,67.00,153.34,102.74,0.10
WSU,WSU,2009,62.00,153.52,95.18,0.11
WSU,WSU,2009,70.00,163.17,114.22,0.11
WSU,WSU,2009,74.00,170.24,125.98,0.12
WSU,WSU,2009,60.00,153.97,92.38,0.12
WSU,WSU,2009,62.00,158.03,97.98,0.12
WSU,WSU,2009,58.00,154.45,89.58,0.12
WSU,WSU,2009,68.00,168.79,114.78,0.12
WSU,WSU,2009,61.00,160.63,97.98,0.12
WSU,WSU,2009,61.00,160.63,97.98,0.12
WSU,WSU,2009,71.00,173.49,123.18,0.12
WSU,WSU,2009,55.00,152.70,83.98,0.12
WSU,WSU,2009,64.00,166.22,106.38,0.13
WSU,WSU,2009,68.00,172.91,117.58,0.13
WSU,WSU,2009,65.00,172.27,111.98,0.13
WSU,WSU,2009,58.00,164.11,95.18,0.14
WSU,WSU,2009,60.00,167.97,100.78,0.14
WSU,WSU,2009,60.00,167.97,100.78,0.14
WSU,WSU,2009,70.00,183.96,128.78,0.14
WSU,WSU,2009,63.00,175.97,110.86,0.14
WSU,WSU,2009,58.00,169.42,98.26,0.15
WSU,WSU,2009,61.00,174.39,106.38,0.15
WSU,WSU,2009,66.00,182.39,120.38,0.15
WSU,WSU,2009,71.00,189.26,134.37,0.15
WSU,WSU,2009,53.00,163.74,86.78,0.15
WSU,WSU,2009,56.00,169.97,95.18,0.15
WSU,WSU,2009,48.00,157.47,75.59,0.15
WSU,WSU,2009,62.00,180.61,111.98,0.15
WSU,WSU,2009,64.00,183.71,117.58,0.16
WSU,WSU,2009,66.00,186.63,123.18,0.16
WSU,WSU,2009,66.00,186.63,123.18,0.16
WSU,WSU,2009,59.00,177.93,104.98,0.16
WSU,WSU,2009,56.00,174.97,97.98,0.16
WSU,WSU,2009,69.00,194.75,134.37,0.16
WSU,WSU,2009,59.00,180.30,106.38,0.16
WSU,WSU,2009,67.00,192.20,128.78,0.16
WSU,WSU,2009,61.00,183.57,111.98,0.16
WSU,WSU,2009,61.00,183.57,111.98,0.16
WSU,WSU,2009,64.00,188.09,120.38,0.16
WSU,WSU,2009,63.00,186.63,117.58,0.16
WSU,WSU,2009,56.00,179.97,100.78,0.17
WSU,WSU,2009,64.00,192.46,123.18,0.17
WSU,WSU,2009,57.00,181.72,103.58,0.17
WSU,WSU,2009,62.00,189.64,117.58,0.17
WSU,WSU,2009,62.00,189.64,117.58,0.17
WSU,WSU,2009,63.00,191.96,120.94,0.17
WSU,WSU,2009,64.00,194.21,124.30,0.17
WSU,WSU,2009,66.00,199.36,131.57,0.18
WSU,WSU,2009,66.00,199.36,131.57,0.18
WSU,WSU,2009,54.00,181.45,97.98,0.18
WSU,WSU,2009,60.00,191.30,114.78,0.18
WSU,WSU,2009,59.00,189.79,111.98,0.18
WSU,WSU,2009,59.00,189.79,111.98,0.18
WSU,WSU,2009,56.00,184.96,103.58,0.18
WSU,WSU,2009,58.00,188.24,109.18,0.18
WSU,WSU,2009,62.00,195.51,121.22,0.18
WSU,WSU,2009,65.00,202.42,131.57,0.19
WSU,WSU,2009,62.00,198.67,123.18,0.19
WSU,WSU,2009,62.00,198.67,123.18,0.19
WSU,WSU,2009,62.00,198.67,123.18,0.19
WSU,WSU,2009,62.00,198.67,123.18,0.19
WSU,WSU,2009,60.00,195.96,117.58,0.19
WSU,WSU,2009,58.00,193.07,111.98,0.19
WSU,WSU,2009,57.00,191.54,109.18,0.19
WSU,WSU,2009,69.00,210.97,145.57,0.19
WSU,WSU,2009,68.00,209.96,142.77,0.19
WSU,WSU,2009,66.00,207.84,137.17,0.19
WSU,WSU,2009,56.00,192.46,107.78,0.19
WSU,WSU,2009,63.00,204.41,128.78,0.19
WSU,WSU,2009,62.00,203.19,125.98,0.20
WSU,WSU,2009,59.00,199.28,117.58,0.20
WSU,WSU,2009,58.00,197.89,114.78,0.20
WSU,WSU,2009,66.00,212.08,139.97,0.20
WSU,WSU,2009,52.00,188.43,97.98,0.20
WSU,WSU,2009,60.00,205.29,123.18,0.21
WSU,WSU,2009,65.00,215.34,139.97,0.21
WSU,WSU,2009,65.00,215.34,139.97,0.21
WSU,WSU,2009,56.00,199.96,111.98,0.21
WSU,WSU,2009,64.00,214.33,137.17,0.21
WSU,WSU,2009,62.00,212.22,131.57,0.21
WSU,WSU,2009,61.00,211.11,128.78,0.21
WSU,WSU,2009,60.00,209.96,125.98,0.22
WSU,WSU,2009,65.00,219.65,142.77,0.22
WSU,WSU,2009,58.00,207.55,120.38,0.22
WSU,WSU,2009,61.00,215.70,131.57,0.22
WSU,WSU,2009,58.00,212.37,123.18,0.23
WSU,WSU,2009,56.00,209.96,117.58,0.23
WSU,WSU,2009,56.00,209.96,117.58,0.23
WSU,WSU,2009,61.00,220.29,134.37,0.23
WSU,WSU,2009,60.00,219.29,131.57,0.24
WSU,WSU,2009,60.00,219.29,131.57,0.24
WSU,WSU,2009,51.00,203.10,103.58,0.24
WSU,WSU,2009,60.00,228.62,137.17,0.26
WSU,WSU,2009,61.00,234.05,142.77,0.26
WSU,WSU,2009,56.00,224.96,125.98,0.27
WSU,WSU,2009,64.00,240.58,153.97,0.27
WSU,WSU,2009,58.00,231.68,134.37,0.27
WSU,WSU,2009,51.00,219.57,111.98,0.28
WSU,WSU,2009,60.00,261.28,156.77,0.33
WSU,WSU,2009,53.00,248.25,131.57,0.34
WSU,WSU,2009,56.00,299.94,167.97,0.47
AIR,AIRp,2010,49.00,79.98,39.19,0.04
AIR,AIRp,2010,64.00,91.86,58.79,0.04
AIR,AIRp,2010,53.00,116.20,61.59,0.07
AIR,AIRp,2010,82.00,145.09,118.98,0.08
AIR,AIRp,2010,65.00,129.21,83.98,0.08
AIR,AIRp,2010,36.00,101.09,36.39,0.08
AIR,AIRf,2010,63.00,137.75,86.78,0.09
AIR,AIRf,2010,50.00,123.18,61.59,0.09
AIR,AIRf,2010,67.00,146.24,97.98,0.09
AIR,AIRf,2010,73.00,153.40,111.98,0.09
AIR,AIRp,2010,60.00,139.97,83.98,0.10
AIR,AIRp,2010,65.00,146.43,95.18,0.10
AIR,AIRp,2010,67.00,150.42,100.78,0.10
AIR,AIRp,2010,64.00,148.72,95.18,0.10
AIR,AIRp,2010,52.00,134.59,69.99,0.10
AIR,AIRf,2010,48.00,131.22,62.99,0.11
AIR,AIRp,2010,50.00,137.17,68.59,0.11
AIR,AIRp,2010,52.00,139.97,72.79,0.11
AIR,AIRp,2010,52.00,139.97,72.79,0.11
AIR,AIRp,2010,80.00,174.97,139.97,0.11
AIR,AIRf,2010,63.00,155.53,97.98,0.11
AIR,AIRp,2010,54.00,145.16,78.39,0.11
AIR,AIRp,2010,50.00,139.97,69.99,0.12
AIR,AIRf,2010,46.00,135.10,62.15,0.12
AIR,AIRf,2010,68.00,164.67,111.98,0.12
AIR,AIRf,2010,69.00,166.35,114.78,0.12
AIR,AIRp,2010,70.00,167.97,117.58,0.12
AIR,AIRf,2010,64.00,161.84,103.58,0.12
AIR,AIRf,2010,79.00,180.72,142.77,0.12
AIR,AIRp,2010,45.00,136.86,61.59,0.12
AIR,AIRp,2010,30.00,111.98,33.59,0.12
AIR,AIRp,2010,30.00,111.98,33.59,0.12
AIR,AIRf,2010,54.00,150.34,81.18,0.12
AIR,AIRp,2010,106.00,211.28,223.96,0.12
AIR,AIRp,2010,80.00,183.71,146.97,0.12
AIR,AIRf,2010,42.00,133.31,55.99,0.12
AIR,AIRp,2010,50.00,145.57,72.79,0.12
AIR,AIRp,2010,80.00,185.46,148.37,0.13
AIR,AIRp,2010,51.00,148.21,75.59,0.13
AIR,AIRf,2010,68.00,172.91,117.58,0.13
AIR,AIRf,2010,68.00,172.91,117.58,0.13
AIR,AIRf,2010,65.00,172.27,111.98,0.13
AIR,AIRp,2010,66.00,173.91,114.78,0.13
AIR,AIRf,2010,85.00,197.61,167.97,0.14
AIR,AIRp,2010,108.00,222.92,240.75,0.14
AIR,AIRf,2010,58.00,164.11,95.18,0.14
AIR,AIRp,2010,110.00,226.50,249.15,0.14
AIR,AIRf,2010,62.00,171.58,106.38,0.14
AIR,AIRf,2010,66.00,178.15,117.58,0.14
AIR,AIRf,2010,67.00,179.67,120.38,0.14
AIR,AIRp,2010,44.00,146.34,64.39,0.14
AIR,AIRf,2010,63.00,177.74,111.98,0.15
AIR,AIRp,2010,104.00,228.80,237.95,0.15
AIR,AIRf,2010,67.00,183.85,123.18,0.15
AIR,AIRf,2010,68.00,185.26,125.98,0.15
AIR,AIRf,2010,68.00,185.26,125.98,0.15
AIR,AIRf,2010,44.00,149.52,65.79,0.15
AIR,AIRp,2010,84.00,206.63,173.57,0.15
AIR,AIRf,2010,113.00,240.31,271.55,0.15
AIR,AIRf,2010,54.00,167.97,90.70,0.15
AIR,AIRf,2010,62.00,180.61,111.98,0.15
AIR,AIRf,2010,70.00,191.96,134.37,0.15
AIR,AIRf,2010,69.00,190.69,131.57,0.15
AIR,AIRp,2010,64.00,183.71,117.58,0.16
AIR,AIRf,2010,67.00,188.02,125.98,0.16
AIR,AIRp,2010,104.00,236.88,246.35,0.16
AIR,AIRp,2010,55.00,173.06,95.18,0.16
AIR,AIR,2010,56.00,174.97,97.98,0.16
AIR,AIRp,2010,56.00,174.97,97.98,0.16
AIR,AIRf,2010,123.00,259.46,319.14,0.16
AIR,AIRf,2010,71.00,197.15,139.97,0.16
AIR,AIRf,2010,69.00,194.75,134.37,0.16
AIR,AIRp,2010,58.00,178.59,103.58,0.16
AIR,AIRf,2010,114.00,250.48,285.55,0.16
AIR,AIRf,2010,67.00,192.20,128.78,0.16
AIR,AIRp,2010,61.00,183.57,111.98,0.16
AIR,AIRf,2010,112.00,249.70,279.67,0.16
AIR,AIRf,2010,60.00,184.30,110.58,0.17
AIR,AIRp,2010,100.00,237.95,237.95,0.17
AIR,AIRf,2010,103.00,241.90,249.15,0.17
AIR,AIRf,2010,70.00,199.96,139.97,0.17
AIR,AIRf,2010,67.00,196.38,131.57,0.17
AIR,AIRf,2010,118.00,260.97,307.94,0.17
AIR,AIRf,2010,64.00,192.46,123.18,0.17
AIR,AIRp,2010,64.00,192.46,123.18,0.17
AIR,AIRp,2010,63.00,191.07,120.38,0.17
AIR,AIRf,2010,61.00,188.16,114.78,0.17
AIR,AIRf,2010,109.00,251.69,274.35,0.17
AIR,AIRf,2010,115.00,260.47,299.54,0.17
AIR,AIRf,2010,71.00,205.03,145.57,0.17
AIR,AIRp,2010,40.00,153.97,61.59,0.17
AIR,AIRf,2010,84.00,223.29,187.56,0.17
AIR,AIRf,2010,106.00,250.90,265.95,0.17
AIR,AIRf,2010,114.00,260.30,296.74,0.17
AIR,AIR,2010,49.00,171.40,83.98,0.18
AIR,AIRf,2010,66.00,199.36,131.57,0.18
AIR,AIRf,2010,140.00,291.94,408.72,0.18
AIR,AIRp,2010,78.00,218.93,170.77,0.18
AIR,AIRf,2010,71.00,208.97,148.37,0.18
AIR,AIR,2010,43.00,162.76,69.99,0.18
AIR,AIRf,2010,87.00,231.68,201.56,0.18
AIR,AIRf,2010,130.00,284.25,369.53,0.18
AIR,AIRp,2010,68.00,205.84,139.97,0.18
AIR,AIRp,2010,64.00,201.21,128.78,0.19
AIR,AIRf,2010,47.00,172.73,81.18,0.19
AIR,AIRp,2010,48.00,174.97,83.98,0.19
AIR,AIRf,2010,82.00,228.74,187.56,0.19
AIR,AIRf,2010,76.00,221.01,167.97,0.19
AIR,AIRf,2010,85.00,233.84,198.76,0.19
AIR,AIRp,2010,57.00,191.54,109.18,0.19
AIR,AIRp,2010,57.00,191.54,109.18,0.19
AIR,AIRp,2010,56.00,189.96,106.38,0.19
AIR,AIRf,2010,69.00,210.97,145.57,0.19
AIR,AIRf,2010,113.00,270.04,305.14,0.19
AIR,AIRf,2010,84.00,233.29,195.96,0.19
AIR,AIRp,2010,68.00,209.96,142.77,0.19
AIR,AIRp,2010,110.00,267.22,293.94,0.19
AIR,AIRf,2010,67.00,208.92,139.97,0.19
AIR,AIRp,2010,30.00,139.97,41.99,0.19
AIR,AIRf,2010,90.00,242.62,218.36,0.19
AIR,AIRf,2010,66.00,207.84,137.17,0.19
AIR,AIRf,2010,96.00,250.79,240.75,0.19
AIR,AIRp,2010,72.00,217.74,156.77,0.19
AIR,AIRf,2010,133.00,296.79,394.72,0.19
AIR,AIRp,2010,62.00,203.19,125.98,0.20
AIR,AIRf,2010,70.00,215.96,151.17,0.20
AIR,AIRf,2010,84.00,236.62,198.76,0.20
AIR,AIRf,2010,44.00,171.79,75.59,0.20
AIR,AIRf,2010,45.00,174.19,78.39,0.20
AIR,AIRf,2010,64.00,207.77,132.97,0.20
AIR,AIRf,2010,72.00,221.62,159.57,0.20
AIR,AIRp,2010,53.00,190.15,100.78,0.20
AIR,AIRp,2010,51.00,186.63,95.18,0.20
AIR,AIRp,2010,61.00,204.22,124.58,0.20
AIR,AIRp,2010,65.00,211.04,137.17,0.20
AIR,AIRp,2010,90.00,248.84,223.96,0.20
AIR,AIR,2010,62.00,207.70,128.78,0.20
AIR,AIRp,2010,82.00,238.98,195.96,0.20
AIR,AIRf,2010,60.00,205.29,123.18,0.21
AIR,AIRp,2010,60.00,205.29,123.18,0.21
AIR,AIRf,2010,103.00,269.07,277.15,0.21
AIR,AIRf,2010,93.00,255.87,237.95,0.21
AIR,AIRp,2010,67.00,217.27,145.57,0.21
AIR,AIRf,2010,87.00,247.77,215.56,0.21
AIR,AIRf,2010,95.00,259.32,246.35,0.21
AIR,AIRf,2010,76.00,232.06,176.37,0.21
AIR,AIRp,2010,75.00,231.42,173.57,0.21
AIR,AIRf,2010,90.00,255.06,229.56,0.21
AIR,AIRf,2010,95.00,262.27,249.15,0.21
AIR,AIRf,2010,108.00,279.95,302.34,0.21
AIR,AIRf,2010,68.00,222.31,151.17,0.21
AIR,AIRf,2010,67.00,221.45,148.37,0.22
AIR,AIRf,2010,71.00,228.69,162.37,0.22
AIR,AIRp,2010,75.00,235.16,176.37,0.22
AIR,AIRp,2010,62.00,214.48,132.97,0.22
AIR,AIRf,2010,84.00,249.95,209.96,0.22
AIR,AIRf,2010,45.00,183.52,82.58,0.22
AIR,AIRp,2010,83.00,249.59,207.16,0.22
AIR,AIRf,2010,63.00,217.74,137.17,0.22
