site,zone,zone.aspect,zone.height,tree,aspect,height,code,fresh,dry,length,sa_needle,sa_total,gmin,viability,water
T10 ,Tree island,Tree island.W,Tree island.S,3,W,S,T10 L3 WS,0.3042,0.1374,0.765,2.5704,149.086,5.5E-06,100,121
T10 ,Tree island,Tree island.W,Tree island.A,4,W,A,T10 W4 WA,1.1421,0.5591,1.145,3.8473,423.199,1.6E-05,99,104
T10 ,Tree island,Tree island.W,Tree island.A,4,W,A,T10 L4 WA,0.8980,0.4407,1.230,4.1329,281.035,1.6E-05,100,104
T10 ,Tree island,Tree island.W,Tree island.C,4,W,C,T10 L4 WC,0.5200,0.2855,1.170,3.9313,180.838,1.7E-05,100,82
T10 ,Tree island,Tree island.W,Tree island.C,4,W,C,T10 W4 WC,0.3384,0.1634,0.945,3.1753,98.433,3.1E-05,94,107
T10 ,Tree island,Tree island.W,Tree island.S,4,W,S,T10 W4 WS,0.4193,0.2143,0.975,3.2761,144.147,1.4E-05,98,96
T10 ,Tree island,Tree island.W,Tree island.S,4,W,S,T10 L4 WS,0.6409,0.2952,1.270,4.2673,226.166,1.2E-05,100,117
T10 ,Tree island,Tree island.W,Tree island.A,5,W,A,T10 W5 WA,0.3444,0.1924,0.830,2.7888,200.797,1.8E-05,94,79
T10 ,Tree island,Tree island.W,Tree island.A,5,W,A,T10 L5 WA,0.3773,0.1835,1.120,3.7633,165.584,4.4E-05,100,106
T10 ,Tree island,Tree island.W,Tree island.C,5,W,C,T10 L5 WC,0.7785,0.3563,1.270,4.2673,268.838,1.1E-05,100,118
T10 ,Tree island,Tree island.W,Tree island.C,5,W,C,T10 W5 WC,0.6488,0.3528,0.883,2.9653,266.873,1.2E-05,96,84
T10 ,Tree island,Tree island.W,Tree island.S,5,W,S,T10 W5 WS,0.5306,0.2546,0.863,2.8981,278.213,2.3E-05,82,108
T10 ,Tree island,Tree island.W,Tree island.S,5,W,S,T10 L5 WS,0.1574,0.0784,0.805,2.7048,108.194,6.9E-06,100,101
T11 ,Tree island,Tree island.W,Tree island.A,1,W,A,T11 L1 WA,0.4504,0.2100,1.130,3.7969,121.500,1.7E-06,100,114
T11 ,Tree island,Tree island.W,Tree island.A,1,W,A,T11 W1 WA,0.6802,0.3306,1.395,4.6873,267.175,6.9E-06,100,106
T11 ,Tree island,Tree island.W,Tree island.C,1,W,C,T11 W1 WC,0.9611,0.4212,1.065,3.5785,211.129,1.5E-05,100,128
T11 ,Tree island,Tree island.W,Tree island.C,1,W,C,T11 L1 WC,0.3343,0.1453,0.980,3.2929,92.200,2.4E-05,100,130
T11 ,Tree island,Tree island.W,Tree island.S,1,W,S,T11 L1 WS,0.6441,0.1322,0.910,3.0577,88.672,4.8E-05,76,387
T11 ,Tree island,Tree island.W,Tree island.S,1,W,S,T11 W1 WS,0.2046,0.1013,0.935,3.1417,78.541,1.3E-05,100,102
T11 ,Tree island,Tree island.W,Tree island.A,2,W,A,T11 W2 WA,0.1655,0.0782,1.153,3.8740,65.857,7.6E-06,100,112
T11 ,Tree island,Tree island.W,Tree island.A,2,W,A,T11 L2 WA,0.5619,0.2454,0.985,3.3097,145.625,7.2E-06,100,129
T11 ,Tree island,Tree island.W,Tree island.C,2,W,C,T11 W2 WC,0.8809,0.5112,0.985,3.3097,215.128,2.2E-05,100,72
T11 ,Tree island,Tree island.W,Tree island.C,2,W,C,T11 L2 WC,0.8104,0.3851,0.965,3.2425,223.730,1.7E-05,100,110
T11 ,Tree island,Tree island.W,Tree island.S,2,W,S,T11 W2 WS,0.2539,0.1167,0.760,2.5536,102.146,1.2E-05,100,118
T11 ,Tree island,Tree island.W,Tree island.S,2,W,S,T11 L2 WS,0.3135,0.1567,0.625,2.1000,142.803,1.2E-05,97,100
T11 ,Tree island,Tree island.W,Tree island.A,3,W,A,T11 L3 WA,0.4478,0.1995,0.990,3.3265,153.017,6.0E-05,100,124
T11 ,Tree island,Tree island.W,Tree island.A,3,W,A,T11 W3 WA,0.4843,0.2106,0.945,3.1753,120.660,2.7E-06,100,130
T11 ,Tree island,Tree island.W,Tree island.C,3,W,C,T11 W3 WC,0.5224,0.2153,0.990,3.3265,143.038,3.7E-06,100,143
T11 ,Tree island,Tree island.W,Tree island.C,3,W,C,T11 L3 WC,0.4748,0.2133,0.770,2.5872,108.664,1.5E-05,100,123
T11 ,Tree island,Tree island.W,Tree island.S,3,W,S,T11 L3 WS,0.2934,0.1483,1.025,3.4441,134.318,9.0E-06,100,98
T11 ,Tree island,Tree island.W,Tree island.S,3,W,S,T11 W3 WS,0.2707,0.1088,0.975,3.2761,78.625,1.2E-05,100,149
T11 ,Tree island,Tree island.W,Tree island.A,4,W,A,T11 W4 WA,0.5710,0.2495,1.155,3.8809,225.090,2.5E-07,100,129
T11 ,Tree island,Tree island.W,Tree island.A,4,W,A,T11 L4 WA,0.3602,0.1689,0.955,3.2089,131.563,1.9E-05,100,113
T11 ,Tree island,Tree island.W,Tree island.C,4,W,C,T11 W4 WC,0.3545,0.1636,0.975,3.2761,124.490,1.5E-05,100,117
T11 ,Tree island,Tree island.W,Tree island.C,4,W,C,T11 L4 WC,0.3603,0.1658,0.840,2.8224,127.010,3.0E-05,96,117
T11 ,Tree island,Tree island.W,Tree island.S,4,W,S,T11 L4 WS,0.3526,0.1647,0.885,2.9737,130.841,3.0E-05,98,114
T11 ,Tree island,Tree island.W,Tree island.S,4,W,S,T11 W4 WS,0.4675,0.2174,1.195,4.0153,212.809,1.3E-05,100,115
T11 ,Tree island,Tree island.W,Tree island.A,5,W,A,T11 L5 WA,1.0622,0.4771,0.920,3.0913,290.578,9.9E-06,99,123
T11 ,Tree island,Tree island.W,Tree island.A,5,W,A,T11 W5 WA,0.9616,0.4135,1.270,4.2673,311.511,1.1E-05,100,133
T11 ,Tree island,Tree island.W,Tree island.C,5,W,C,T11 L5 WC,0.7726,0.3587,1.040,3.4945,216.657,2.1E-06,100,115
T11 ,Tree island,Tree island.W,Tree island.C,5,W,C,T11 W5 WC,0.5738,0.2458,1.210,4.0657,81.313,2.4E-05,95,133
T11 ,Tree island,Tree island.W,Tree island.S,5,W,S,T11 L5 WS,0.4462,0.2030,1.005,3.3769,172.220,3.5E-05,98,120
T11 ,Tree island,Tree island.W,Tree island.S,5,W,S,T11 W5 WS,0.9786,0.4197,1.235,4.1497,327.824,6.4E-06,100,133
T12 ,Tree island,Tree island.W,Tree island.A,1,W,A,T12 L1 WA,0.3612,0.1732,0.630,2.1168,143.945,1.7E-05,94,109
T12 ,Tree island,Tree island.W,Tree island.A,1,W,A,T12 W1 WA,0.2494,0.0912,0.805,2.7048,137.947,2.2E-05,100,173
T12 ,Tree island,Tree island.W,Tree island.C,1,W,C,T12 L1 WC,1.1718,0.5508,0.865,2.9065,345.868,2.0E-05,97,113
T12 ,Tree island,Tree island.W,Tree island.C,1,W,C,T12 W1 WC,0.3864,0.1647,0.800,2.6880,166.659,8.3E-06,98,135
T12 ,Tree island,Tree island.W,Tree island.S,1,W,S,T12 W1 WS,0.2863,0.1362,0.830,2.7888,117.132,2.2E-05,100,110
T12 ,Tree island,Tree island.W,Tree island.S,1,W,S,T12 L1 WS,0.6678,0.3138,0.865,2.9065,249.955,1.3E-05,97,113
T12 ,Tree island,Tree island.W,Tree island.A,2,W,A,T12 W2 WA,0.1225,0.0549,0.675,2.2680,61.237,3.9E-06,96,123
T12 ,Tree island,Tree island.W,Tree island.A,2,W,A,T12 L2 WA,0.0589,0.0419,0.480,1.6128,40.321,2.2E-05,92,41
T12 ,Tree island,Tree island.W,Tree island.C,2,W,C,T12 L2 WC,0.1788,0.1068,0.811,2.7254,49.057,4.1E-05,100,67
T12 ,Tree island,Tree island.W,Tree island.C,2,W,C,T12 W2 WC,0.5771,0.2150,1.035,3.4777,219.093,2.6E-05,100,168
T12 ,Tree island,Tree island.W,Tree island.S,2,W,S,T12 L2 WS,0.4934,0.2294,1.270,4.2673,238.967,1.4E-05,96,115
T12 ,Tree island,Tree island.W,Tree island.S,2,W,S,T12 W2 WS,0.2799,0.1321,1.055,3.5449,134.705,1.6E-06,100,112
T12 ,Tree island,Tree island.W,Tree island.A,3,W,A,T12 W3 WA,0.1958,0.1220,0.555,1.8648,115.620,2.6E-05,97,60
T12 ,Tree island,Tree island.W,Tree island.A,3,W,A,T12 L3 WA,0.2043,0.1173,0.725,2.4360,112.058,3.1E-05,98,74
T12 ,Tree island,Tree island.W,Tree island.C,3,W,C,T12 W3 WC,0.3141,0.1489,0.855,2.8729,100.550,5.7E-05,100,111
T12 ,Tree island,Tree island.W,Tree island.C,3,W,C,T12 L3 WC,0.4389,0.2119,0.775,2.6040,135.410,3.1E-05,96,107
T12 ,Tree island,Tree island.W,Tree island.S,3,W,S,T12 W3 WS,0.1311,0.0465,0.875,2.9401,88.202,9.4E-06,100,182
T12 ,Tree island,Tree island.W,Tree island.S,3,W,S,T12 L3 WS,0.1679,0.0809,0.870,2.9233,99.391,8.9E-06,97,108
T12 ,Tree island,Tree island.W,Tree island.A,4,W,A,T12 L4 WA,0.0957,0.0517,0.593,1.9908,47.780,1.6E-05,79,85
T12 ,Tree island,Tree island.W,Tree island.A,4,W,A,T12 W4 WA,0.2395,0.2123,0.645,2.1672,91.024,1.1E-05,100,13
T12 ,Tree island,Tree island.W,Tree island.C,4,W,C,T12 L4 WC,0.6344,0.2804,0.815,2.7384,134.184,5.9E-05,96,126
T12 ,Tree island,Tree island.W,Tree island.C,4,W,C,T12 W4 WC,0.5652,0.2092,0.945,3.1753,142.887,3.3E-05,100,170
T12 ,Tree island,Tree island.W,Tree island.S,4,W,S,T12 W4 WS,0.2872,0.1380,1.010,3.3937,95.022,1.0E-05,100,108
T12 ,Tree island,Tree island.W,Tree island.S,4,W,S,T12 L4 WS,0.1834,0.0854,0.915,3.0745,110.680,1.6E-05,97,115
T12 ,Tree island,Tree island.W,Tree island.A,5,W,A,T12 L5 WA,0.0595,0.0365,0.410,1.3776,35.818,2.5E-05,100,63
T12 ,Tree island,Tree island.W,Tree island.A,5,W,A,T12 W5 WA,0.1854,0.0867,0.450,1.5120,49.897,1.2E-05,100,114
T12 ,Tree island,Tree island.W,Tree island.C,5,W,C,T12 W5 WC,0.7255,0.3717,0.865,2.9065,244.142,2.9E-05,95,95
T12 ,Tree island,Tree island.W,Tree island.C,5,W,C,T12 L5 WC,0.6595,0.3075,0.970,3.2593,202.074,3.7E-05,97,114
T12 ,Tree island,Tree island.W,Tree island.S,5,W,S,T12 L5 WS,0.1322,0.0602,0.925,3.1081,71.485,1.6E-05,100,120
T12 ,Tree island,Tree island.W,Tree island.S,5,W,S,T12 W5 WS,0.0918,0.0365,0.530,1.7808,53.425,1.3E-05,100,152
T14 ,Tree island,Tree island.W,Tree island.A,1,W,A,T14 L1 WA,0.2664,0.1198,0.970,3.2593,130.370,1.2E-06,100,122
T14 ,Tree island,Tree island.W,Tree island.A,1,W,A,T14 W1 WA,0.2930,0.1377,0.890,2.9905,107.656,5.3E-06,97,113
T14 ,Tree island,Tree island.W,Tree island.C,1,W,C,T14 L1 WC,0.5826,0.2591,0.985,3.3097,215.128,2.7E-06,97,125
T14 ,Tree island,Tree island.W,Tree island.C,1,W,C,T14 W1 WC,0.3100,0.1468,0.755,2.5368,109.084,1.2E-05,100,111
T14 ,Tree island,Tree island.W,Tree island.S,1,W,S,T14 W1 WS,0.2139,0.1057,0.890,2.9905,92.704,9.1E-06,97,102
T14 ,Tree island,Tree island.W,Tree island.S,1,W,S,T14 L1 WS,0.2327,0.1077,1.170,3.9313,169.045,4.9E-06,98,116
T14 ,Tree island,Tree island.W,Tree island.A,2,W,A,T14 L2 WA,0.0904,0.0405,0.605,2.0328,60.985,4.5E-06,97,123
T14 ,Tree island,Tree island.W,Tree island.A,2,W,A,T14 W2 WA,0.0840,0.0408,0.750,2.5200,30.241,1.1E-05,100,106
T14 ,Tree island,Tree island.W,Tree island.C,2,W,C,T14 L2 WC,0.3561,0.2181,0.960,3.2257,116.124,2.1E-05,97,63
T14 ,Tree island,Tree island.W,Tree island.C,2,W,C,T14 W2 WC,0.4446,0.2063,0.850,2.8561,197.067,6.7E-06,100,116
T14 ,Tree island,Tree island.W,Tree island.S,2,W,S,T14 L2 WS,0.2441,0.1221,0.835,2.8056,131.866,1.6E-05,100,100
T14 ,Tree island,Tree island.W,Tree island.S,2,W,S,T14 W2 WS,0.1857,0.0944,0.865,2.9065,69.755,7.6E-06,96,97
T14 ,Tree island,Tree island.W,Tree island.A,3,W,A,T14 L3 WA,0.4748,0.2256,0.840,2.8224,180.637,7.2E-06,100,110
T14 ,Tree island,Tree island.W,Tree island.A,3,W,A,T14 W3 WA,0.1142,0.0562,0.700,2.3520,72.913,3.7E-06,100,103
T14 ,Tree island,Tree island.W,Tree island.C,3,W,C,T14 L3 WC,1.0333,0.1866,0.965,3.2425,278.851,2.3E-06,98,454
T14 ,Tree island,Tree island.W,Tree island.C,3,W,C,T14 W3 WC,0.2441,0.1128,0.690,2.3184,111.285,4.0E-06,100,116
T14 ,Tree island,Tree island.W,Tree island.S,3,W,S,T14 L3 WS,0.0826,0.0391,0.800,2.6880,43.009,1.8E-05,100,111
T14 ,Tree island,Tree island.W,Tree island.S,3,W,S,T14 W3 WS,0.0876,0.0505,0.735,2.4706,42.001,3.8E-06,71,73
T14 ,Tree island,Tree island.W,Tree island.A,4,W,A,T14 L4 WA,0.3732,0.1645,0.815,2.7384,117.753,2.8E-06,91,127
T14 ,Tree island,Tree island.W,Tree island.A,4,W,A,T14 W4 WA,0.3505,0.2031,0.635,2.1336,142.954,1.1E-05,75,73
T14 ,Tree island,Tree island.W,Tree island.C,4,W,C,T14 W4 WC,0.2042,0.0949,0.535,1.7976,57.524,2.8E-05,100,115
T14 ,Tree island,Tree island.W,Tree island.C,4,W,C,T14 L4 WC,0.4352,0.1886,0.745,2.5032,155.201,5.1E-06,100,131
T14 ,Tree island,Tree island.W,Tree island.S,4,W,S,T14 L4 WS,0.1249,0.0862,0.741,2.4904,42.337,3.6E-05,100,45
T14 ,Tree island,Tree island.W,Tree island.S,4,W,S,T14 W4 WS,0.0571,0.0382,0.555,1.8648,65.269,5.8E-06,57,49
T14 ,Tree island,Tree island.W,Tree island.A,5,W,A,T14 L5 WA,0.1626,0.0732,0.890,2.9905,59.809,8.8E-07,100,122
T14 ,Tree island,Tree island.W,Tree island.A,5,W,A,T14 W5 WA,0.2594,0.1084,0.935,3.1417,78.541,1.0E-05,96,139
T14 ,Tree island,Tree island.W,Tree island.C,5,W,C,T14 L5 WC,0.4598,0.1404,0.965,3.2425,149.153,1.3E-05,96,227
T14 ,Tree island,Tree island.W,Tree island.C,5,W,C,T14 W5 WC,0.0865,0.0639,0.610,2.0496,20.496,1.9E-06,0,35
T14 ,Tree island,Tree island.W,Tree island.S,5,W,S,T14 L5 WS,0.1636,0.0841,0.670,2.2512,96.803,1.1E-06,100,95
TIS,Tree island,Tree island.W,Tree island.A,1,W,A,TIS W1 WA,0.2240,0.1320,0.800,2.6880,118.274,2.1E-05,64,70
TIS,Tree island,Tree island.W,Tree island.A,1,W,A,TIS L1 WA,0.4256,0.1926,0.890,2.9905,107.656,9.4E-05,14,121
TIS,Tree island,Tree island.W,Tree island.C,1,W,C,TIS W1 WC,0.9166,0.4296,0.985,3.3097,294.560,2.2E-05,100,113
TIS,Tree island,Tree island.W,Tree island.C,1,W,C,TIS L1 WC,0.6207,0.2787,0.885,2.9737,175.446,6.0E-07,88,123
TIS,Tree island,Tree island.W,Tree island.S,1,W,S,TIS W1 WS,0.4038,0.1808,0.990,3.3265,179.629,9.7E-06,96,123
TIS,Tree island,Tree island.W,Tree island.S,1,W,S,TIS L1 WS,0.4062,0.1962,0.960,3.2257,132.252,5.0E-05,59,107
TIS,Tree island,Tree island.W,Tree island.A,2,W,A,TIS W2 WA,0.4498,0.2088,1.005,3.3769,145.205,2.9E-05,95,115
TIS,Tree island,Tree island.W,Tree island.A,2,W,A,TIS L2 WA,0.8241,0.3751,1.085,3.6457,233.323,3.4E-05,89,120
TIS,Tree island,Tree island.W,Tree island.C,2,W,C,TIS L2 WC,0.4491,0.2171,0.695,2.3352,156.461,1.1E-05,97,107
TIS,Tree island,Tree island.W,Tree island.C,2,W,C,TIS W2 WC,0.9406,0.4646,1.020,3.4273,263.899,2.7E-05,96,102
TIS,Tree island,Tree island.W,Tree island.S,2,W,S,TIS L2 WS,0.5132,0.2672,0.790,2.6544,230.937,1.5E-05,63,92
TIS,Tree island,Tree island.W,Tree island.A,3,W,A,TIS W3 WA,0.9368,0.3878,0.923,3.1013,362.856,2.5E-05,81,142
TIS,Tree island,Tree island.W,Tree island.C,3,W,C,TIS W3 WC,0.7016,0.2866,0.999,3.3550,244.916,1.8E-05,70,145
TIS,Tree island,Tree island.W,Tree island.C,3,W,C,TIS L3 WC,0.2304,0.0954,1.030,3.4609,86.522,3.1E-07,96,142
TIS,Tree island,Tree island.W,Tree island.S,3,W,S,TIS W3 WS,0.2721,0.1481,0.905,3.0409,142.920,1.4E-05,94,84
TIS,Tree island,Tree island.W,Tree island.S,3,W,S,TIS L3 WS,0.6215,0.3545,0.915,3.0745,227.510,1.5E-05,0,75
TIS,Tree island,Tree island.W,Tree island.A,4,W,A,TIS W4 WA,0.8330,0.7960,0.562,1.8867,94.334,1.6E-05,0,5
TIS,Tree island,Tree island.W,Tree island.A,4,W,A,TIS L4 WA,0.4010,0.2150,0.830,2.7888,170.120,3.9E-05,10,87
TIS,Tree island,Tree island.W,Tree island.C,4,W,C,TIS W4 WC,0.6094,0.2814,1.115,3.7465,191.070,2.1E-05,88,117
TIS,Tree island,Tree island.W,Tree island.C,4,W,C,TIS L4 WC,0.6514,0.2984,1.035,3.4777,184.316,2.8E-05,91,118
TIS,Tree island,Tree island.W,Tree island.S,4,W,S,TIS W4 WS,0.6936,0.2846,0.860,2.8897,219.613,1.3E-05,100,144
TIS,Tree island,Tree island.W,Tree island.S,4,W,S,TIS L4 WS,0.5036,0.2276,0.985,3.3097,172.102,2.0E-05,71,121
TIS,Tree island,Tree island.W,Tree island.A,5,W,A,TIS W5 WA,0.4131,0.1891,0.949,3.1887,169.001,1.8E-05,98,118
TIS,Tree island,Tree island.W,Tree island.A,5,W,A,TIS L5 WA,0.4498,0.1978,0.910,3.0577,171.229,1.5E-05,95,127
TIS,Tree island,Tree island.W,Tree island.C,5,W,C,TIS W5 WC,0.5137,0.2997,0.845,2.8393,193.069,2.5E-05,99,71
TIS,Tree island,Tree island.W,Tree island.C,5,W,C,TIS L5 WC,0.6115,0.2825,1.070,3.5953,190.549,2.6E-05,77,116
TIS,Tree island,Tree island.W,Tree island.S,5,W,S,TIS W5 WS,0.3777,0.1647,1.226,4.1178,197.652,8.8E-06,98,129
TIS,Tree island,Tree island.W,Tree island.S,5,W,S,TIS L5 WS,0.5445,0.2845,0.790,2.6544,315.879,3.8E-05,20,91
