site,zone,year,zone.year,depth,density,swe,htc
ROK,bE,2014,2014.bE,62,284.4617355,176.366276,0.383710207
ROK,bE,2014,2014.bE,70,275.9472346,193.1630642,0.31981688
ROK,bE,2014,2014.bE,76,272.5794575,207.1603877,0.287421985
ROK,bE,2014,2014.bE,74,264.8142283,195.9625289,0.278610989
ROK,bE,2014,2014.bE,74,245.8989262,181.9652054,0.240230904
ROK,bE,2014,2014.bE,78,247.6449541,193.1630642,0.231159472
ROK,bE,2014,2014.bE,79,255.1410865,201.5614583,0.242259625
ROK,bE,2014,2014.bE,80,234.4551685,187.5641348,0.202011906
ROK,bE,2014,2014.bE,82,238.9786938,195.9625289,0.20476317
ROK,bE,2014,2014.bE,76,261.528939,198.7619936,0.264589888
ROK,bE,2014,2014.bE,66,241.7719512,159.5694878,0.260384559
ROK,bE,2014,2014.bE,60,233.2887249,139.9732349,0.266675783
ROK,bE,2014,2014.bE,60,233.2887249,139.9732349,0.266675783
ROK,bE,2014,2014.bE,56,224.9569847,125.9759114,0.265679636
ROK,bE,2014,2014.bE,58,231.6798371,134.3743055,0.272079497
ROK,bE,2014,2014.bE,58,231.6798371,134.3743055,0.272079497
ROK,bE,2014,2014.bE,62,234.7938134,145.5721643,0.261414059
ROK,bE,2014,2014.bE,55,249.406855,137.1737702,0.332507475
ROK,bE,2014,2014.bE,56,234.9550729,131.5748408,0.289820403
ROK,bE,2014,2014.bE,51,257.989884,131.5748408,0.383691792
ROK,bE,2014,2014.bE,52,242.2613682,125.9759114,0.331827456
ROK,bE,2014,2014.bE,67,229.8068036,153.9705584,0.231738554
ROK,bE,2014,2014.bE,53,253.5364255,134.3743055,0.356576064
ROK,bE,2014,2014.bE,56,229.9560288,128.7753761,0.27761882
ROK,bE,2014,2014.bE,54,321.420021,173.5668113,0.562470074
ROK,bE,2014,2014.bE,52,242.2613682,125.9759114,0.331827456
ROK,cT,2014,2014.cT,3,242.6202739,7.278608217,5.768730535
ROK,cT,2014,2014.cT,4,307.9411169,12.31764467,6.969838262
ROK,cT,2014,2014.cT,4,139.9732349,5.598929397,1.440049228
ROK,cT,2014,2014.cT,4,151.9709408,5.318982927,1.939994015
ROK,cT,2014,2014.cT,3,191.2967544,5.738902632,3.586255928
ROK,cT,2014,2014.cT,6,223.9571759,12.31764467,2.681109835
ROK,cT,2014,2014.cT,5,205.2940779,9.238233506,2.75351635
ROK,cT,2014,2014.cT,3,186.6309799,5.598929397,3.413450021
ROK,cT,2014,2014.cT,3,298.6095679,8.958287036,8.738432054
ROK,cT,2014,2014.cT,8,272.4812307,20.4360923,2.910444026
ROK,cT,2014,2014.cT,3,279.9464699,8.398394096,7.680262547
ROK,cT,2014,2014.cT,6,163.3021074,9.798126445,1.306711336
ROK,cT,2014,2014.cT,3,186.6309799,5.598929397,3.413450021
ROK,cT,2014,2014.cT,3,167.9678819,5.039036458,2.764894517
ROK,cT,2014,2014.cT,5,139.9732349,6.998661747,1.152039382
ROK,cT,2014,2014.cT,5,195.9625289,9.798126445,2.257997189
ROK,cT,2014,2014.cT,4,263.9495287,9.238233506,5.852225712
ROK,cT,2014,2014.cT,5,195.9625289,9.798126445,2.257997189
ROK,cT,2014,2014.cT,5,155.5258166,6.998661747,1.580300936
ROK,cT,2014,2014.cT,4,160.9692202,6.438768807,1.904465103
ROK,cT,2014,2014.cT,3,205.2940779,6.158822337,4.130274525
ROK,cT,2014,2014.cT,4,153.9705584,6.158822337,1.742459565
ROK,cT,2014,2014.cT,3,261.2833719,7.838501156,6.690362041
ROK,cT,2014,2014.cT,3,251.9518229,7.558554686,6.221012663
ROK,cT,2014,2014.cT,4,125.9759114,5.039036458,1.166439874
ROK,cT,2014,2014.cT,4,143.9724702,5.039036458,1.741158063
ROK,cT,2014,2014.cT,4,239.954117,8.398394096,4.836550175
ROK,cT,2014,2014.cT,5,279.9464699,13.99732349,4.608157528
ROK,cT,2014,2014.cT,3,179.1657407,4.479143518,3.775002647
ROK,cT,2014,2014.cT,4,223.9571759,8.958287036,3.686526023
ROK,cT,2014,2014.cT,3,172.2747507,5.598929397,2.684770886
